SEX,AGES,ADMISSION MODE,CGPA - 1,CGPA-2,CLUB / DEPARTMENT,BOARD STUDIED,DAYS SINCE LAST SHOWER,TREATS GIVEN,HAS A S/O ?,ATTENDS LECTURES,CHARACTER,PIZZERIA EXPENDITURE (annual),GRAMS / MONTH,GPL
female,17,BITSAT,7.61,7.0,No club,CBSE,7,4,YES,YES,LITE,20275,8.7,NO
male,20,DASA,5.18,7.0,No club,ICSE,2,0,YES,NO,GHOT,4204,0.15,YES
male,21,BITSAT,7.15,4.0,No club,Other,11,4,NO,NO,LITE,15119,2.3,NO
male,21,BITSAT,3.16,10.0,No club,Other,4,0,YES,NO,LITE,15575,5.5,NO
female,22,BITSAT,5.92,4.0,No club,CBSE,2,3,YES,NO,LITE,19018,8.4,NO
male,24,BOARD TOPPER,8.17,10.0,No club,Other,3,0,NO,NO,LITE,19095,0.5,NO
male,20,BITSAT,7.01,7.0,No club,CBSE,5,2,YES,NO,LITE,11573,0.9,NO
female,19,BITSAT,4.57,10.0,No club,CBSE,4,4,NO,YES,LITE,15934,0.6,NO
male,19,BITSAT,7.54,5.0,No club,CBSE,0,1,YES,NO,LITE,13387,4.6,NO
female,20,BITSAT,6.83,4.0,No club,Other,5,0,NO,NO,GHOT,3697,0.4,YES
male,20,BOARD TOPPER,6.62,4.0,No club,CBSE,6,4,NO,YES,LITE,14180,7.6,NO
female,19,BITSAT,6.71,5.0,No club,ICSE,2,2,NO,NO,GHOT,4305,0.15,YES
male,19,BITSAT,6.74,10.0,DVM,CBSE,12,4,NO,NO,LITE,21717,8.0,NO
male,17,BITSAT,6.92,9.0,No club,CBSE,7,2,NO,NO,GHOT,15020,1.4,NO
male,22,DASA,7.19,5.0,No club,CBSE,10,1,YES,NO,GHOT,1010,0.35,YES
female,20,DASA,7.99,5.0,No club,CBSE,2,4,YES,NO,LITE,8713,0.35,YES
male,24,BOARD TOPPER,4.3,9.0,No club,CBSE,9,4,YES,NO,LITE,17937,2.6,NO
female,22,DASA,7.41,3.0,No club,CBSE,8,4,NO,NO,GHOT,6174,0.4,YES
female,20,BOARD TOPPER,5.02,7.0,No club,ICSE,6,3,YES,NO,GHOT,7935,0.15,YES
male,21,BOARD TOPPER,4.39,9.0,No club,Other,6,3,YES,NO,LITE,17173,5.7,NO
male,19,BITSAT,6.55,7.0,No club,ICSE,5,0,NO,NO,GHOT,4744,0.3,YES
female,20,BITSAT,6.59,8.0,No club,CBSE,1,3,YES,NO,LITE,12933,0.3,NO
female,22,BITSAT,5.39,4.0,No club,ICSE,5,2,NO,NO,LITE,2010,0.15,YES
male,23,DASA,5.78,9.0,No club,ICSE,3,3,YES,NO,GHOT,17635,5.3,NO
male,18,BITSAT,7.7,6.0,No club,CBSE,4,1,NO,YES,GHOT,2941,0.25,YES
female,17,DASA,6.54,9.0,No club,CBSE,1,4,YES,NO,GHOT,5148,0.4,YES
male,19,DASA,7.96,4.0,No club,ICSE,3,3,YES,YES,LITE,15173,9.3,NO
female,22,DASA,6.35,3.0,No club,ICSE,5,0,NO,YES,LITE,4737,0.45,YES
male,23,BITSAT,8.01,3.0,No club,CBSE,8,4,NO,NO,GHOT,16030,1.0,NO
female,19,DASA,5.21,3.0,No club,ICSE,8,1,NO,YES,GHOT,5776,0.45,YES
male,20,BITSAT,3.97,6.0,No club,ICSE,1,3,YES,NO,LITE,18742,9.8,NO
male,22,DASA,5.94,4.0,No club,CBSE,2,0,YES,NO,LITE,16805,4.5,NO
male,17,BITSAT,6.88,10.0,DVM,ICSE,11,2,NO,NO,GHOT,14527,1.5,NO
male,23,BOARD TOPPER,6.38,5.0,No club,CBSE,15,2,NO,NO,LITE,13083,8.5,NO
male,20,BOARD TOPPER,5.61,5.0,DVM,CBSE,12,3,YES,NO,LITE,20982,4.8,NO
female,21,BITSAT,3.0,5.0,No club,CBSE,13,2,YES,YES,GHOT,5256,0.25,YES
female,17,BITSAT,4.56,3.0,No club,CBSE,4,3,NO,YES,GHOT,4423,0.45,YES
male,20,DASA,5.97,3.0,No club,ICSE,15,3,NO,NO,GHOT,3907,0.3,YES
male,19,BITSAT,6.22,8.0,No club,ICSE,7,4,NO,NO,GHOT,5298,0.25,YES
female,17,BITSAT,7.03,4.0,No club,CBSE,7,3,NO,NO,GHOT,13630,7.0,NO
female,19,BITSAT,4.62,5.0,No club,CBSE,1,1,NO,NO,LITE,15534,10.9,NO
male,20,BITSAT,3.0,8.0,No club,CBSE,1,3,YES,NO,LITE,19863,8.7,NO
male,17,BITSAT,6.24,10.0,No club,CBSE,3,1,NO,NO,GHOT,4583,0.15,YES
male,21,BITSAT,6.2,5.0,No club,ICSE,7,3,NO,YES,LITE,19002,10.5,NO
male,17,DASA,4.86,10.0,No club,CBSE,3,1,NO,NO,GHOT,1922,0.45,YES
male,22,BITSAT,6.34,8.0,No club,CBSE,8,3,YES,NO,LITE,21245,5.3,NO
female,20,BOARD TOPPER,5.03,4.0,No club,CBSE,2,3,YES,NO,GHOT,6612,0.4,YES
female,22,DASA,7.9,7.0,No club,CBSE,6,4,YES,NO,GHOT,8632,0.5,YES
male,20,BITSAT,5.46,9.0,No club,CBSE,5,3,YES,NO,LITE,20143,1.6,NO
male,22,DASA,7.94,10.0,No club,ICSE,4,2,YES,NO,GHOT,16319,0.6,NO
male,17,BITSAT,7.2,10.0,No club,Other,3,3,YES,NO,LITE,12002,7.9,NO
female,24,DASA,4.27,7.0,No club,ICSE,2,2,YES,NO,GHOT,6625,0.35,YES
female,21,BITSAT,6.06,10.0,No club,CBSE,7,4,YES,YES,LITE,12744,5.5,NO
male,20,DASA,4.93,5.0,No club,CBSE,0,0,NO,NO,GHOT,16544,10.7,NO
male,20,BOARD TOPPER,6.5,7.0,No club,ICSE,7,1,YES,NO,LITE,12013,7.7,NO
female,19,BOARD TOPPER,4.9,9.0,DVM,CBSE,10,3,NO,YES,GHOT,7197,0.45,YES
female,20,DASA,9.4,3.0,Mountaineering,CBSE,3,3,YES,YES,GHOT,6720,0.15,YES
male,17,BOARD TOPPER,7.08,7.0,No club,ICSE,5,4,YES,NO,LITE,14268,4.4,NO
male,18,BITSAT,9.65,8.0,Gaming Club,Other,5,2,NO,YES,LITE,12986,6.8,NO
male,21,BITSAT,7.09,5.0,No club,CBSE,3,2,YES,NO,LITE,20312,2.8,NO
male,20,BITSAT,4.49,8.0,No club,CBSE,4,1,NO,NO,GHOT,12939,9.8,NO
male,17,BITSAT,6.3,8.0,No club,CBSE,0,2,YES,NO,GHOT,18887,2.3,NO
female,21,DASA,9.86,6.0,No club,ICSE,1,0,YES,NO,GHOT,1962,0.35,YES
male,19,BITSAT,5.03,6.0,No club,CBSE,3,3,NO,NO,LITE,18439,2.9,NO
male,21,BOARD TOPPER,5.23,9.0,No club,CBSE,3,1,YES,NO,LITE,11588,10.5,NO
male,19,BITSAT,7.16,8.0,No club,CBSE,10,0,NO,NO,LITE,11858,2.4,NO
female,19,BITSAT,4.53,9.0,No club,Other,1,2,NO,NO,GHOT,4749,0.45,YES
male,18,DASA,7.17,4.0,DVM,ICSE,10,4,NO,YES,GHOT,6624,0.3,YES
female,17,BOARD TOPPER,8.27,8.0,No club,CBSE,6,3,YES,NO,GHOT,5718,0.2,YES
female,19,BITSAT,5.8,3.0,No club,Other,7,4,YES,NO,LITE,8421,0.15,YES
male,22,DASA,5.78,5.0,No club,CBSE,4,3,YES,NO,GHOT,7451,0.3,YES
male,20,DASA,4.33,9.0,No club,ICSE,10,3,NO,NO,GHOT,4720,0.4,YES
female,24,DASA,8.67,10.0,No club,CBSE,5,4,YES,YES,GHOT,7940,0.45,YES
female,20,BITSAT,8.09,6.0,No club,Other,2,4,NO,NO,GHOT,7034,0.3,YES
male,19,BITSAT,4.56,6.0,No club,CBSE,5,4,YES,NO,LITE,14368,3.3,NO
female,20,BITSAT,6.77,9.0,No club,CBSE,0,1,NO,NO,LITE,17290,3.3,NO
male,20,DASA,5.56,5.0,No club,ICSE,4,1,NO,NO,GHOT,2500,0.3,YES
female,21,DASA,7.88,9.0,No club,ICSE,15,4,NO,NO,GHOT,8178,0.45,YES
male,21,DASA,5.73,5.0,No club,ICSE,4,4,YES,NO,GHOT,6787,0.2,YES
male,17,BITSAT,8.83,4.0,No club,CBSE,2,3,NO,NO,LITE,17223,7.8,NO
female,23,DASA,9.29,4.0,DVM,CBSE,10,3,YES,NO,GHOT,5506,0.3,YES
male,20,BOARD TOPPER,8.5,6.0,No club,CBSE,4,4,NO,NO,LITE,19693,0.8,NO
female,20,BITSAT,3.13,5.0,No club,Other,6,3,YES,NO,GHOT,7407,0.5,YES
male,18,BITSAT,10.0,10.0,No club,ICSE,7,3,NO,YES,LITE,3879,0.4,YES
male,25,DASA,5.14,3.0,No club,CBSE,10,4,NO,NO,LITE,17161,6.6,NO
male,23,DASA,7.2,9.0,No club,CBSE,3,3,NO,NO,GHOT,5641,0.5,YES
male,17,BITSAT,4.53,4.0,No club,CBSE,1,4,YES,NO,LITE,13569,10.6,NO
male,17,BOARD TOPPER,4.35,6.0,No club,Other,0,4,NO,NO,GHOT,12379,9.0,NO
male,17,BITSAT,6.0,7.0,No club,ICSE,6,1,NO,NO,LITE,19968,0.7,NO
female,20,BITSAT,6.56,7.0,No club,Other,4,1,NO,NO,GHOT,4748,0.2,YES
female,19,BITSAT,7.55,7.0,No club,CBSE,14,3,NO,NO,LITE,16794,7.9,NO
female,17,BITSAT,10.0,3.0,No club,Other,3,1,NO,NO,GHOT,5517,0.25,YES
male,17,BOARD TOPPER,6.11,4.0,No club,CBSE,0,4,NO,YES,GHOT,5082,0.5,YES
female,19,BITSAT,7.26,3.0,No club,CBSE,7,3,YES,NO,GHOT,4176,0.5,YES
male,17,BITSAT,4.22,7.0,No club,CBSE,7,3,YES,NO,LITE,20151,9.6,NO
female,20,DASA,7.91,5.0,No club,CBSE,3,0,YES,YES,GHOT,1589,0.15,YES
male,17,BITSAT,8.63,6.0,No club,CBSE,6,3,YES,NO,LITE,15859,2.3,NO
male,20,DASA,4.8,9.0,No club,ICSE,14,2,NO,NO,LITE,20761,9.0,NO
male,20,BITSAT,5.28,7.0,No club,CBSE,5,1,NO,NO,LITE,11252,1.9,NO
female,26,DASA,5.77,10.0,No club,CBSE,0,1,YES,NO,GHOT,3194,0.5,YES
male,20,BITSAT,7.07,10.0,No club,CBSE,1,3,NO,NO,LITE,12080,6.4,NO
female,19,BITSAT,4.65,5.0,No club,CBSE,9,0,YES,NO,GHOT,17088,7.9,NO
male,21,BITSAT,5.72,5.0,No club,CBSE,14,1,YES,NO,GHOT,19954,0.5,NO
female,22,DASA,3.16,7.0,No club,ICSE,13,0,NO,NO,LITE,1220,0.45,YES
male,20,BOARD TOPPER,8.46,6.0,No club,CBSE,0,3,YES,NO,GHOT,19655,0.5,NO
male,17,BITSAT,8.16,8.0,No club,Other,3,3,NO,NO,LITE,12893,1.3,NO
male,20,BITSAT,6.26,9.0,No club,CBSE,7,1,NO,NO,LITE,17780,5.6,NO
female,19,BITSAT,7.02,6.0,No club,ICSE,4,4,YES,YES,LITE,19561,4.7,NO
male,20,BITSAT,7.06,7.0,No club,CBSE,5,4,NO,NO,GHOT,17604,7.0,NO
male,19,BITSAT,6.86,6.0,No club,Other,6,4,YES,NO,GHOT,13032,4.9,NO
male,17,BITSAT,5.33,5.0,No club,Other,3,1,NO,NO,GHOT,17575,1.7,NO
male,17,BITSAT,8.74,9.0,No club,CBSE,1,0,NO,NO,LITE,19965,8.6,NO
male,19,BOARD TOPPER,7.56,10.0,No club,CBSE,4,2,NO,NO,LITE,17642,4.7,NO
male,22,BOARD TOPPER,7.15,4.0,No club,ICSE,9,2,YES,NO,LITE,13308,2.0,NO
female,17,BITSAT,5.3,10.0,No club,Other,13,3,YES,NO,GHOT,4603,0.2,YES
female,21,DASA,6.73,3.0,No club,ICSE,2,4,NO,NO,GHOT,4648,0.35,YES
female,19,BITSAT,4.64,9.0,No club,Other,14,4,NO,NO,GHOT,6890,0.35,YES
female,24,DASA,6.91,7.0,No club,CBSE,5,4,NO,NO,GHOT,4661,0.45,YES
male,19,BITSAT,6.3,9.0,No club,ICSE,1,3,NO,NO,LITE,13276,5.5,NO
male,17,BITSAT,6.27,3.0,No club,ICSE,0,0,NO,NO,GHOT,16560,10.4,NO
female,17,BITSAT,8.16,5.0,No club,CBSE,3,2,YES,YES,GHOT,2012,0.15,YES
male,21,DASA,6.25,7.0,No club,ICSE,1,3,NO,NO,LITE,18770,3.4,NO
female,20,BOARD TOPPER,9.33,10.0,No club,CBSE,10,2,YES,NO,GHOT,4552,0.45,YES
female,18,BOARD TOPPER,4.52,8.0,No club,CBSE,3,4,YES,NO,LITE,6889,0.35,YES
male,17,BITSAT,7.84,9.0,No club,Other,3,4,YES,NO,LITE,20701,8.8,NO
female,21,DASA,7.37,5.0,No club,ICSE,4,3,NO,NO,GHOT,3497,0.45,YES
male,20,BITSAT,5.51,10.0,No club,CBSE,5,4,NO,NO,LITE,13565,6.6,NO
male,17,BITSAT,5.58,10.0,No club,Other,2,2,NO,NO,LITE,12780,3.4,NO
female,19,BITSAT,6.46,5.0,No club,CBSE,0,1,YES,YES,LITE,1018,0.35,YES
male,19,BITSAT,5.22,3.0,No club,CBSE,7,3,NO,NO,LITE,13398,0.4,NO
female,17,BITSAT,4.13,6.0,DVM,Other,10,3,NO,NO,GHOT,3873,0.3,YES
male,22,BOARD TOPPER,6.23,8.0,No club,CBSE,15,3,NO,NO,LITE,15674,1.7,NO
male,20,BITSAT,8.44,9.0,No club,CBSE,1,0,YES,NO,LITE,18863,0.4,NO
male,21,BITSAT,10.0,5.0,No club,CBSE,7,1,NO,NO,GHOT,17465,4.8,NO
male,23,DASA,4.25,7.0,No club,ICSE,0,0,NO,NO,GHOT,2943,0.15,YES
female,17,BITSAT,10.0,4.0,No club,CBSE,12,3,YES,YES,LITE,21415,5.9,NO
male,17,BITSAT,5.66,3.0,No club,ICSE,4,2,NO,NO,GHOT,15437,7.7,NO
male,22,BITSAT,5.66,3.0,No club,CBSE,5,0,NO,NO,LITE,18015,2.6,NO
male,20,BITSAT,3.19,8.0,No club,CBSE,2,2,YES,NO,LITE,16493,0.8,NO
male,20,BITSAT,9.69,10.0,No club,ICSE,7,4,YES,NO,GHOT,19698,1.3,NO
male,20,BOARD TOPPER,4.34,4.0,No club,CBSE,5,3,NO,NO,GHOT,12793,2.8,NO
female,20,BITSAT,7.1,10.0,No club,CBSE,5,2,YES,NO,LITE,18186,2.3,NO
male,22,BITSAT,3.31,4.0,No club,CBSE,3,3,YES,YES,GHOT,15720,2.9,NO
female,21,DASA,5.92,5.0,No club,CBSE,7,1,YES,NO,GHOT,5400,0.15,YES
male,24,DASA,7.62,6.0,No club,ICSE,7,4,NO,YES,GHOT,7028,0.15,YES
male,20,BOARD TOPPER,3.98,10.0,No club,CBSE,6,3,NO,NO,LITE,20641,10.9,NO
male,22,DASA,4.73,4.0,No club,CBSE,3,3,YES,NO,GHOT,3478,0.5,YES
male,20,BITSAT,6.12,7.0,Mountaineering,CBSE,1,4,NO,NO,LITE,19086,0.5,NO
male,17,DASA,7.78,8.0,No club,CBSE,7,0,NO,NO,LITE,426,0.3,YES
male,19,BITSAT,7.65,8.0,No club,CBSE,1,4,YES,NO,LITE,15806,1.6,NO
male,17,DASA,7.91,6.0,No club,CBSE,2,2,YES,NO,LITE,15516,1.4,NO
male,20,BOARD TOPPER,4.88,8.0,No club,CBSE,0,0,NO,YES,LITE,17959,4.0,NO
female,20,DASA,3.27,5.0,No club,ICSE,7,0,NO,YES,LITE,2357,0.45,YES
male,17,BITSAT,8.62,4.0,No club,ICSE,1,3,NO,NO,LITE,20231,4.6,NO
male,24,BITSAT,5.71,6.0,No club,CBSE,4,1,NO,NO,LITE,11421,6.7,NO
female,21,BITSAT,9.63,3.0,No club,CBSE,3,1,NO,YES,LITE,19978,10.5,NO
male,18,BITSAT,4.8,3.0,Gaming Club,CBSE,11,0,YES,YES,LITE,18160,2.7,NO
male,20,BITSAT,6.59,9.0,No club,CBSE,15,3,YES,NO,LITE,14780,0.3,NO
female,20,DASA,7.51,10.0,No club,CBSE,12,1,NO,NO,GHOT,2805,0.4,YES
female,20,BITSAT,6.72,10.0,No club,CBSE,6,3,YES,NO,GHOT,13494,10.7,NO
male,22,DASA,7.26,7.0,No club,CBSE,3,2,YES,NO,LITE,11534,4.3,NO
female,20,BITSAT,6.79,4.0,No club,CBSE,1,1,NO,YES,GHOT,3660,0.45,YES
female,17,BITSAT,4.2,7.0,No club,Other,7,4,NO,NO,GHOT,6664,0.5,YES
male,18,BITSAT,8.52,7.0,No club,ICSE,10,4,YES,YES,LITE,4796,0.2,YES
female,20,BOARD TOPPER,3.0,7.0,No club,CBSE,3,3,NO,NO,GHOT,7263,0.4,YES
male,17,BITSAT,7.49,3.0,No club,CBSE,3,3,YES,NO,LITE,12966,10.6,NO
male,22,BOARD TOPPER,6.64,6.0,No club,CBSE,3,4,NO,NO,LITE,16778,1.0,NO
female,20,BITSAT,6.95,9.0,No club,CBSE,6,0,YES,YES,GHOT,2074,0.35,YES
male,22,DASA,6.08,7.0,No club,ICSE,10,3,NO,NO,LITE,14123,5.9,NO
male,19,BITSAT,6.81,10.0,DVM,CBSE,12,0,YES,YES,LITE,11237,5.8,NO
female,17,DASA,4.45,9.0,No club,ICSE,1,0,NO,NO,GHOT,4436,0.3,YES
female,19,BITSAT,7.97,9.0,No club,CBSE,4,3,NO,NO,LITE,20997,1.3,NO
male,17,BITSAT,4.81,5.0,No club,CBSE,4,3,NO,NO,GHOT,20236,0.3,NO
male,20,BITSAT,5.51,5.0,No club,ICSE,1,2,YES,NO,GHOT,14084,8.8,NO
male,20,BITSAT,8.2,5.0,No club,CBSE,1,1,NO,NO,GHOT,15212,8.3,NO
male,17,BITSAT,7.0,7.0,No club,ICSE,5,4,YES,NO,LITE,12553,5.6,NO
male,22,BITSAT,7.47,7.0,No club,CBSE,4,2,NO,YES,LITE,11218,3.3,NO
female,19,BOARD TOPPER,5.93,3.0,No club,CBSE,0,1,YES,YES,GHOT,5402,0.5,YES
female,19,BOARD TOPPER,8.02,4.0,No club,CBSE,7,3,YES,NO,LITE,6972,0.15,YES
male,23,DASA,4.95,6.0,No club,ICSE,9,4,NO,NO,LITE,18694,6.4,NO
female,21,BOARD TOPPER,5.6,9.0,No club,CBSE,0,0,YES,YES,GHOT,2474,0.2,YES
female,24,DASA,3.32,8.0,No club,ICSE,7,4,YES,YES,LITE,6819,0.25,YES
male,20,BOARD TOPPER,8.11,10.0,No club,CBSE,2,4,NO,NO,GHOT,15111,3.0,NO
male,21,DASA,6.47,9.0,No club,ICSE,2,1,YES,YES,GHOT,3071,0.2,YES
female,19,DASA,8.11,6.0,No club,CBSE,7,4,YES,NO,GHOT,5626,0.25,YES
male,17,BITSAT,6.45,5.0,No club,Other,7,4,NO,NO,LITE,14074,4.6,NO
female,20,DASA,3.41,9.0,No club,ICSE,4,1,NO,YES,GHOT,4649,0.45,YES
male,22,BOARD TOPPER,5.55,7.0,No club,CBSE,0,3,YES,NO,LITE,20185,8.4,NO
female,19,BOARD TOPPER,6.22,7.0,No club,CBSE,10,2,NO,YES,GHOT,4514,0.3,YES
male,19,BITSAT,7.85,8.0,DVM,CBSE,14,3,YES,NO,LITE,15728,1.6,NO
female,17,BITSAT,4.47,5.0,SUTT,CBSE,1,0,NO,YES,LITE,10439,7.4,NO
male,22,BOARD TOPPER,3.21,3.0,No club,CBSE,6,4,NO,NO,LITE,19650,9.6,NO
male,21,BOARD TOPPER,3.83,6.0,No club,CBSE,0,3,NO,NO,LITE,20168,4.5,NO
male,17,DASA,5.87,4.0,No club,CBSE,9,4,NO,NO,LITE,16548,8.3,NO
male,18,BITSAT,6.29,10.0,No club,CBSE,7,1,YES,YES,GHOT,3218,0.45,YES
male,24,BOARD TOPPER,9.54,7.0,No club,Other,0,3,YES,NO,LITE,20238,2.3,NO
male,18,BOARD TOPPER,7.53,10.0,No club,CBSE,8,2,NO,YES,GHOT,2052,0.5,YES
male,21,BITSAT,6.29,8.0,No club,CBSE,1,3,YES,NO,LITE,15064,9.6,NO
male,18,DASA,3.0,7.0,No club,ICSE,15,4,NO,YES,GHOT,8255,0.2,YES
female,19,BITSAT,5.06,3.0,No club,CBSE,2,4,YES,NO,GHOT,15059,4.3,NO
male,20,BOARD TOPPER,7.68,3.0,No club,CBSE,7,2,NO,NO,LITE,18613,6.3,NO
female,17,BITSAT,4.81,9.0,No club,CBSE,2,0,YES,NO,GHOT,4204,0.15,YES
female,17,BITSAT,6.46,6.0,No club,Other,5,3,NO,NO,GHOT,3011,0.2,YES
male,17,BITSAT,8.25,4.0,No club,CBSE,7,3,YES,YES,LITE,7247,0.45,YES
male,22,DASA,8.66,5.0,No club,ICSE,10,3,NO,NO,GHOT,6436,0.45,YES
female,18,BOARD TOPPER,4.56,7.0,No club,CBSE,2,3,YES,YES,GHOT,7458,0.4,YES
male,20,BOARD TOPPER,7.15,5.0,No club,CBSE,0,3,YES,NO,LITE,19957,1.0,NO
male,17,DASA,5.15,8.0,No club,ICSE,4,0,NO,NO,LITE,17395,8.5,NO
female,21,BITSAT,5.67,7.0,No club,Other,5,1,YES,NO,GHOT,1642,0.25,YES
male,20,BOARD TOPPER,6.89,4.0,No club,CBSE,4,3,NO,NO,LITE,14762,7.4,NO
female,21,DASA,5.89,3.0,No club,ICSE,5,3,NO,NO,GHOT,5589,0.25,YES
male,20,BITSAT,7.57,7.0,No club,CBSE,0,4,NO,NO,LITE,21538,3.8,NO
male,21,BITSAT,5.47,5.0,No club,CBSE,1,1,YES,NO,LITE,14989,7.9,NO
male,17,BITSAT,4.92,3.0,No club,CBSE,5,1,NO,NO,GHOT,10781,10.3,NO
male,19,BOARD TOPPER,6.02,3.0,No club,CBSE,6,0,NO,NO,GHOT,13166,3.9,NO
female,24,BOARD TOPPER,3.57,6.0,No club,CBSE,5,2,NO,NO,GHOT,5619,0.3,YES
female,21,BITSAT,3.71,5.0,Gaming Club,CBSE,0,4,NO,YES,LITE,17559,5.4,NO
male,22,DASA,9.68,5.0,No club,CBSE,3,3,NO,NO,GHOT,16411,8.7,NO
female,17,BITSAT,8.12,7.0,No club,Other,2,1,YES,NO,GHOT,5476,0.25,YES
